Unnamed: 0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd
3335,7478011027,5,1.0,0.875,8,1,7,2021-11-08,This is my new favorite SPF. I am combo and this doesn’t make my face oily AT ALL. I love the little tint it has but not sure how that would look on a deeper skin tone. It sits nicely under makeup and does the tiniest bit of evening out your skin if you wear it alone. The only con is I wish it had a higher SPF for when I’m out more in the spring/summer.,I Will Keep Buying,fair,blue,combination,brown,P469524,RESIST Super-Light Daily Wrinkle Defense SPF 30,Paula's Choice,37.0
37154,5024861455,3,0.0,0.5,4,2,2,2021-03-03,It’s okay.  Not really anything special.  Smells fine.,Nothing special,light,green,oily,red,P444969,"Mini Facial Spray with Aloe, Chamomile and Lavender",Mario Badescu,5.0
36372,5213562838,2,,0.8260869979858398,23,4,19,2017-07-26,"Unfortunately this product did not work for me. I’m 38 with combo/oily skin, & it made me breakout. I liked the smell & silk texture, but I feel it never absorbed completely into my skin. The 5 nights I used it, I didn’t notice any benefits that next morning... but I did notice greasy skin & clogged pores ;(",the secret is... there is no secret!,,,,,P408678,Midnight Secret Late Night Recovery Treatment Anti-Fatigue Serum,GUERLAIN,32.0
38064,11061488707,5,1.0,1.0,7,0,7,2021-01-15,"I love to use this after clay masks, it calms my skin down.  It feels great going on; it’s soothing, cool and hydrating. Smell is amazing. Really good working mask.",,lightMedium,blue,combination,black,P461947,Calendula Petal-Infused Calming Mask with Aloe Vera,Kiehl's Since 1851,47.0
11209,6446109097,5,,0.800000011920929,5,1,4,2017-08-17,This is the best product I’ve ever put on my face if you have looked and looked for an actual moisturizing face product you have found it! I have tried so many brands and so many products to try to help my desert of a face and this is amazing. It feels thick in your hands but once you put it on your face it melts into your skin but when it melts it doesn’t just go away making your face feel tight it makes your skin feel moisturized an amazing. Another thing I love is it doesn’t flake away once I put make up on. I’m in love!,Amazing for dry skin!,,,,,P412117,Dry Skin Saver,Kate Somerville,56.0
4745,6714344365,1,0.0,1.0,3,0,3,2020-04-27,When I opened my product (and I ordered 2 of these masks) it was completely dried out and unusable. Both of them! I love this mask but for all that trouble to return I might not order this again.,DRIED UP PRODUCT,light,green,combination,blonde,P408301,Purifying Pore & Blackhead Detox Mask,Tata Harper,75.0
42090,21196852781,5,1.0,0.8095239996910095,21,4,17,2020-02-14,I had dry patches at my temples and on my cheeks for the longest time and this is the only cream that worked for me. Now my previously flaky patches are smooth and dewy.,The only thing that worked for my dry patches,light,brown,dry,brown,P436378,Dermatologist Solutions Centella Sensitive Cica-Cream,Kiehl's Since 1851,46.0
40677,12811224183,3,1.0,0.5263159871101379,19,9,10,2022-06-17,Great product but I’m giving this a 3 star because when I finally opened it all excited to use this and it was a quarter almost halfway missing.. for this price I expect it to be to the rim.,quarter way missing,fair,Grey,oily,brown,P482694,Mini Water Bank Blue Hyaluronic Cream Moisturizer,LANEIGE,23.0
47948,9945196360,5,1.0,1.0,10,0,10,2020-05-28,My skin felt new and refreshed. I really enjoyed the time while I wore the masks as well. I took before and after photos and you can tell a difference in the overall firmness of my skin. I received this product complimentary from influenster.,Cooling and refreshing,lightMedium,green,combination,brown,P457011,Cryo Rubber Mask with Firming Collagen,Dr. Jart+,15.0
46033,46904204016,5,1.0,,0,0,0,2023-03-16,"I fell in love with this product from the first time I used it. Gisou gifted me this product .Super light, it hydrates my lips in an incredible way, in addition to the presentation that is beautiful. 100% recommended, believe me … you need it ❤️",,medium,brown,dry,black,P505233,Honey Infused Lip Oil,Gisou,32.0
23038,6281660225,1,0.0,0.2857140004634857,189,135,54,2019-06-24,This might feel nice to roll on your face. But it’s a rock. The moon doesn’t charge it. It doesn’t put love energy into your cosmetics. It’s just a rock.,,fairLight,,,,P438628,Contouring + De-Puffing Rose Quartz Roller,BeautyBio,65.0
35388,10333244324,5,1.0,0.0,4,4,0,2022-03-01,"I received this product complimentary from FaceGym for review purposes. Vitamin C is honestly such an underrated ingredient in skincare. This face serum is really effective and the texture is to die for. If you’re looking to incorporate Vitamin C into your skincare routine, I highly recommend you try this!",,lightMedium,brown,normal,brown,P476676,Youth Reformer Firming Vitamin C Oil Serum,FaceGym,110.0
18439,2635741085,5,1.0,,0,0,0,2021-02-27,"This product was gifted to me by Kate Somerville in exchange for my honest opinion. This eye cream is such a luxurious treat. The price point is quite high but the quality of the product makes it worth the investment. The packaging is a gorgeous silver and I love that the product dispenses through a pump. I am super picky when it comes to eye cream because I find most of them make my eyes almost feel a bit tired after application, so I usually have to apply them before bed only. This is the first one that I’ve actually been able to apply in the morning as well as at night. I find that this formula doesn’t get weird after makeup (in the morning) or a facial spray (in the evening) is applied on top. This eye cream is so light in texture and feels soothing upon application. I also find that my eyes look hydrated and refreshed the morning after, resulting in a lifted appearance. Overall, if you’re looking for a new eye cream and this product is within your budget- I say look no further. Thank you Kate Somerville!",BEST EYE CREAM FOR AM/PM USE!,fair,brown,dry,brown,P469111,KateCeuticals Lifting Eye Cream,Kate Somerville,140.0
33808,5104449417,5,1.0,1.0,3,0,3,2022-07-11,This is one of the best lip oils out there in the market. Will buy in other colours when back in stock!,,mediumTan,brown,normal,brown,P483060,Lip Comfort Hydrating Oil,Clarins,28.0
22067,24780477343,5,1.0,,0,0,0,2022-01-20,"Gifted by me From the first time I felt it, my skin was very clean and fresh. a few days of use my acne has been fading a lot is light can be used day and night i really recommend it definitely my favorite beauty routine product",,lightMedium,hazel,oily,auburn,P479701,EradiKate Acne Mark Fading Gel with Salicylic Acid,Kate Somerville,68.0
29912,22884030023,3,1.0,0.75,8,2,6,2021-10-28,Very expensive. Smooth to apply. Doesn’t leave a cast. Feel indulgent. I just wish it came in a pump bottle.,,,,,,P417118,The Broad Spectrum SPF 50 UV Protecting Fluid,La Mer,105.0
3604,38897518429,5,1.0,1.0,1,0,1,2022-07-14,"I am in love with this kit, starting with the fact that the presentation is beautiful, and the best thing is that the combination of the 3 products on my face has shown a very good change, it adds shine but no oiliness, the only thing is that I personally like the odorous products and these are completely neutral. But really girls I highly recommend it. I received this product as a free sample",Love it,fair,brown,combination,brown,P500002,Brighten. Tighten. Hydrate. 3-Piece Set,JLo Beauty,64.0
45978,22111913243,5,1.0,0.7857139706611633,14,3,11,2021-08-23,"I was skeptical at first about purchasing only due to the price but after giving it a try I can confirm that it is worth every penny. My skin looks fuller and plump after the first use. I have already gotten compliments on my skin after using for a few days. Advertised as a day cream, I do use evening and morning. This cream is worth giving a try!",You want this cream!,light,blue,dry,blonde,P457854,Vital Perfection Uplifting and Firming Cream Day Cream,Shiseido,140.0
25249,2708516015,5,1.0,0.5,2,1,1,2021-02-01,"I have been using this cream for over a week now, and while it’s still too early to see full long term effects, I definitely love the way it is making my skin feel and look right now!When I put this on at night, it makes my skin feel so nice. My husband said my skin looked “glowing“. When I wake up in the morning, my skin is soft and smooth and I feel like my makeup goes on a lot nicer and I notice less patchy and blotchy spots.I have very sensitive skin and normally when I implement a new skin care product, I will deal with an outbreak of whiteheads. With this, I didnt.I also really like the barely there, fresh smell. As someone with allergies, I hate when companies add unnecessary fragrance to skin care. This smells so clean.",Wonderful Night Creme,light,green,combination,brown,P408241,Plantscription Youth-Renewing Power Night Cream,Origins,73.0
12123,12640060683,5,1.0,,0,0,0,2022-08-05,I am loving this moisturizer by Dr dennis gross. It is very lightweight and oil free. It layers amazing with makeupa nd doesn’t break the makeup. It makes my skin feels very hydrated as well. Would recommend,Amazing,light,brown,combination,black,P501166,Vitamin C Lactic Oil-Free Radiant Moisturizer,Dr. Dennis Gross Skincare,72.0
11478,10881461502,5,1.0,0.857142984867096,14,2,12,2021-07-17,I bought all three of them they are pretty big size for a lipgloss plus the package is so cute and my lips look so glossy at last something I was Waiting for,wow,fair,Grey,combination,blonde,P449102,Crystal Ball Roller Gloss,INC.redible,12.0
49608,6540872172,4,1.0,1.0,1,0,1,2023-02-09,I’m someone who has been suffering from acne for several years now. I only recently learned about AHA and BHA and stumbled across this.It took about 2 weeks of daily use to notice a difference but my skin texture has improved SO MUCH! The only con is it doesn’t smell good. I pair it with herbivore Aquarius lotion for best results.,Must have: complexly changed skin texture,fair,green,dry,blonde,P503944,Mini Acid Potion AHA + BHA Resurfacing Exfoliator,Moon Juice,15.0
49242,47382233331,5,1.0,,0,0,0,2023-03-12,"My friend recommended the nue co to me and I kept seeing people using it on Instagram. I have tried a million different products and honestly the combination of the nue co cleanser, serum and moisturiser has rejuvenated my skin. Going to look at other products by this company. My skin is so baby soft and bright after just a couple of weeks of using.",My new fave product ever,,brown,combination,,P505209,Barrier Culture Moisturizer with Niacinamide & Squalane,The Nue Co.,65.0
35311,7992235612,5,1.0,0.9285709857940674,14,1,13,2022-03-05,"Heads up to all the 1 star reviews saying it doesn’t work, I thought so aswell until I shook it aggressively before applying. Works great",,lightMedium,green,dry,blonde,P474956,Day Dew Self-Tan Face Mist,Isle of Paradise,24.0
5770,2079286383,4,0.0,,0,0,0,2022-08-31,"I received this product from Influenster in exchange for my review. I can’t say I’m in love with this product because I don’t have much experience with any resurfacers so not sure what to expect. I haven’t seen any noticeable changes since using this but also don’t use it too frequently since it does have a small smell (kind of like flour) to me and a bit of stickiness. Will continue to use it since I’m still using her other products and they’re not too bad, but as a stand-alone I probably wouldn’t purchase this.",,lightMedium,brown,normal,brown,P500318,That Overnight Hustle AHA + BHA Resurfacer,JLo Beauty,58.0
